,plant_id,plant,op,op_id,plant_state,region,rpm,fuel_usage,net_gen
12962,61589,UL Advanced Wind Turbine Test Facility,West Texas A&M University,61188,TX,WSC,WT,93222,10626.0
12981,61609,"Heartland Divide Wind Project, LLC","Heartland Divide Wind Project, LLC",61214,IA,WNC,WT,3964464,451894.0
13007,61638,Turtle Creek Wind Farm LLC,Turtle Creek Wind Farm LLC,61330,IA,WNC,WT,5778135,658627.0
13012,61644,August Wind Farm,"August Wind Energy, LLC",61254,IA,WNC,WT,61121,6967.0
13024,61660,Whirlpool Corp-Greenville Wind Farm,OEE XXVI LLC,61278,OH,ENC,WT,92634,10559.0
13031,61668,"Creston Ridge II, LLC","Creston Ridge II, LLC",61280,NE,WNC,WT,278655,31763.0
13036,61673,Arkwright Summit Wind Farm LLC,Arkwright Summit Wind Farm LLC,58261,NY,MAT,WT,2244177,255805.0
13037,61674,Wildcat Ranch Wind Project,"Wildcat Ranch Wind Project, LLC",61291,TX,WSC,WT,6225373,709606.0
13043,61677,Perennial Windfarm,"Perennial Wind, LLC",61288,NE,WNC,WT,304019,34654.0
13100,61734,Seneca Nation Cattaraugus Wind Turbine,Seneca Nation,61363,NY,MAT,WT,26118,2977.0
13101,61735,Hilltopper Wind Project,"Hilltopper Wind Project, LLC",61365,IL,ENC,WT,4754194,541912.0
13110,61745,Aurora County Wind,Consolidated Edison Development Inc.,56769,SD,WNC,WT,713052,81278.0
13111,61746,Brule County Wind,Consolidated Edison Development Inc.,56769,SD,WNC,WT,680012,77512.0
13112,61747,"Foxtail Wind, LLC","Foxtail Wind, LLC",61374,ND,WNC,WT,5390805,614477.0
13120,61756,Meadow Lake Wind Farm VI LLC,Meadow Lake Wind Farm VI LLC,61381,IN,ENC,WT,5436793,619719.0
13134,61773,"Palmas Wind, LLC","Acciona Energy USA Global, LLC",57416,TX,WSC,WT,294027,33515.0
13136,61775,Town of Otis Wind Energy Project,Town of Otis,61397,MA,NEW,WT,28074,3200.0
13137,61776,"Midway Wind, LLC","Midway Wind, LLC",61396,TX,WSC,WT,4318860,492290.0
13143,61782,Live Oak Wind Project,Engie North America,56201,TX,WSC,WT,7167893,817040.0
13144,61784,Upstream Wind Energy LLC,Invenergy Services LLC,49893,NE,WNC,WT,7607735,867176.0
13147,61787,Bishop Hill III,Invenergy Services LLC,49893,IL,ENC,WT,3721243,424170.0
13148,61788,Hilltop Power,"Hilltop Power, LLC",61415,MN,WNC,WT,38856,4429.0
13149,61789,"Diamond Vista Wind Project, LLC","Enel Green Power Diamond Vista Wind Project, LLC",61413,KS,WNC,WT,10136999,1155477.0
13190,61836,"Minco Wind IV, LLC","Minco Wind IV, LLC",61458,OK,WSC,WT,4834237,551036.0
13200,61848,"PYCO Industries, Inc. Wind Farm","PYCO Industries, Inc.",61470,TX,WSC,WT,66507,7581.0
13211,61858,"Stillwater Wind, LLC",Pattern Operators LP,56545,MT,MTN,WT,2696082,307316.0
13217,61865,"Rio Bravo Windpower, LLC","Rio Bravo Windpower, LLC",61485,TX,WSC,WT,5024798,572757.0
13218,61866,Wildhorse Mountain Wind Facility,Southern Power Co,17650,OK,WSC,WT,3715602,423527.0
13228,61876,"Persimmon Creek Wind Farm 1, LLC","Persimmon Creek Wind Farm 1, LLC",61495,OK,WSC,WT,7941091,905174.0
13240,61889,Sholes Wind Energy Center,"Sholes Wind Energy Center, LLC",61502,NE,WNC,WT,6202013,706943.0
13260,61911,Ivester Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,2638471,300749.0
13265,61916,Pegasus Wind,"Pegasus Wind, LLC",61521,MI,ENC,WT,1467820,167311.0
13269,61921,Tahoka Wind,"Tahoka Wind, LLC",61527,TX,WSC,WT,11003386,1254233.0
13274,61925,Casa Mesa Wind Energy Center Hybrid,"Casa Mesa Wind, LLC",61531,NM,MTN,WT,1644349,187433.0
13275,61926,"Armadillo Flats Wind Project, LLC","Armadillo Flats Wind Project, LLC",61530,OK,WSC,WT,8498747,968739.0
13306,61957,"Pratt Wind, LLC","Pratt Wind, LLC",61537,KS,WNC,WT,9179891,1046380.0
13314,61969,"Torrecillas Wind Energy, LLC","Torrecillas Wind Energy, LLC",61562,TX,WSC,WT,10012942,1141336.0
13315,61970,"Blue Summit II Wind, LLC","Blue Summit II Wind, LLC",61563,TX,WSC,WT,3423970,390285.0
13328,61984,"Solomon Forks Wind Project, LLC",Engie North America,56201,KS,WNC,WT,10308441,1175019.0
13337,61990,TAC-Distributed Energy Resource Hybrid,Ameren Illinois,61576,IL,ENC,WT,1159,132.0
13372,62035,Glaciers Edge Wind Project,"EDF Renewable Asset Holdings, Inc.",57170,IA,WNC,WT,6985255,796222.0
13375,62038,Santa Rita East,Invenergy Services LLC,49893,TX,WSC,WT,11078036,1262742.0
13410,62079,Whispering Willow North,Interstate Power and Light Co,9417,IA,WNC,WT,7124396,812082.0
13411,62080,Richland,Interstate Power and Light Co,9417,IA,WNC,WT,1434551,163519.0
13412,62081,Golden Plains,Interstate Power and Light Co,9417,IA,WNC,WT,5109852,582452.0
13432,62103,Kossuth,Wisconsin Power & Light Co,20856,IA,WNC,WT,1293772,147472.0
13435,62106,"WED Green Hill, LLC","WED Green Hill, LLC",61648,RI,NEW,WT,56437,6433.0
13436,62107,"WED Plainfield II, LLC","WED Plainfield II, LLC",61649,RI,NEW,WT,59192,6747.0
13437,62108,"WED Plainfield III, LLC","WED Plainfield III, LLC",61650,RI,NEW,WT,56103,6395.0
13438,62109,"WED Plainfield, LLC","WED Plainfield, LLC",61651,RI,NEW,WT,59552,6788.0
13439,62110,"WED Shun I, LLC","WED Shun I, LLC",61652,RI,NEW,WT,67526,7697.0
13440,62111,"WED Shun II, LLC","WED Shun II, LLC",61653,RI,NEW,WT,61395,6998.0
13441,62112,"WED Shun III, LLC","WED Shun III, LLC",61654,RI,NEW,WT,62403,7113.0
13461,62130,Roseman,"Roseman Energy, LLC",61676,IA,WNC,WT,62217,7092.0
13463,62132,Arbor Hill Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,9303793,1060503.0
13464,62133,North English,MidAmerican Energy Co,12341,IA,WNC,WT,10967707,1250166.0
13472,62142,Amadeus Wind Farm,Amadeus Wind LLC,61683,TX,WSC,WT,603442,68784.0
13490,62161,Galactic Wind,Galactic Wind,61667,WI,ENC,WT,186225,21227.0
13500,62172,Birch,Birch Power LLC,61706,IA,WNC,WT,60043,6844.0
13526,62220,"East Fork Wind Project, LLC",Engie North America,56201,KS,WNC,WT,5266801,600342.0
13531,62227,"Seymour Hills Wind Project, LLC",Engie North America,56201,TX,WSC,WT,1301809,148388.0
13541,62247,Prevailing Wind Park,AES Distributed Energy,61012,SD,WNC,WT,4851771,553034.42
13551,62258,Mesteno,Mesteno Wind,61770,TX,WSC,WT,4039079,460399.0
13552,62259,Ranchero Wind Farm LLC,Ranchero Wind Farm LLC,61771,TX,WSC,WT,11290351,1286943.0
13559,62269,"Stoneray Power Partners, LLC","EDF Renewable Asset Holdings, Inc.",57170,MN,WNC,WT,3411853,388904.0
13570,62290,Polaris Wind Park,DTE Electric Company,5109,MI,ENC,WT,2640920,301028.0
13571,62291,"Palmer's Creek Wind Farm, LLC","Palmer's Creek Wind Farm, LLC",61815,MN,WNC,WT,1237687,141079.0
13593,62333,"Polk County Renewables, LLC","Polk County Renewables, LLC",61845,NE,WNC,WT,106855,12180.0
13604,62356,Lockett Windfarm,"Lockett Windfarm, LLC",61886,TX,WSC,WT,6510645,742123.0
13611,62364,Nobles 2 Wind Project,"Nobles 2 Power Partners, LLC",61890,MN,WNC,WT,718324,81879.0
13626,62380,"Emmons-Logan Wind, LLC","Emmons-Logan Wind, LLC",61915,ND,WNC,WT,7715582,879469.0
13651,62417,Peyton Creek Wind Farm LLC,RWE Renewables Americas LLC,56215,TX,WSC,WT,1803580,205583.0
13659,62431,Willow Creek Wind Power LLC,Willow Creek Wind Power LLC,61981,SD,WNC,WT,1039557,118495.0
13665,62442,"Lake Region Community Hybrid, LLC","Lake Region Community Hybrid, LLC",61893,MN,WNC,WT,72982,8319.0
13668,62445,Busch Ranch II Wind Farm,Black Hills Electric Generation LLC,61973,CO,MTN,WT,1571570,179137.0
13695,62478,North Fork Ridge Wind Energy Center,Empire District Electric Co,5860,MO,WNC,WT,1351,154.0
13698,62482,Beech Ridge II Wind Energy Center,Southern Power Co,17650,WV,SAT,WT,963048,109774.0
13703,62488,Prairie Queen Wind Farm,Prairie Queen Wind Farm LLC,62010,KS,WNC,WT,5551511,632795.0
13708,62494,Skeleton Creek Energy Center Hybrid,Skeleton Creek Energy Center,62023,OK,WSC,WT,473812,54008.0
13744,62562,"High Lonesome Wind Power, LLC Hybrid","High Lonesome Wind Power, LLC",62046,TX,WSC,WT,4046195,461210.0
13745,62563,High Prairie Wind Farm,Union Electric Co - (MO),19436,MO,WNC,WT,527108,60083.0
13746,62566,Blue Summit III Wind,"Blue Summit III Wind, LLC",62063,TX,WSC,WT,7117298,811273.0
13750,62570,Jiminy Peak Wind QF,"Jiminy Peak Mountain Resort, LLC",62069,MA,NEW,WT,17,2.0
13767,62587,Mesquite Star,Mesquite Star LLC,62085,TX,WSC,WT,7016548,799789.0
13770,62591,Ekola Flats,PacifiCorp,14354,WY,MTN,WT,575237,65569.0
13780,62606,Whitney Hill Wind Power LLC,Whitney Hill Wind Power LLC,62103,IL,ENC,WT,1657395,188920.0
13790,62618,Hidalgo Wind Farm II,Hidalgo Wind Farm II LLC,62106,TX,WSC,WT,948247,108087.0
13793,62620,Sage Draw Wind,"Sage Draw Wind, LLC",62113,TX,WSC,WT,8469429,965397.0
13798,62624,"White Cloud Wind Project, LLC","White Cloud Wind Project, LLC",62079,MO,WNC,WT,541584,61733.0
13803,62630,Jumbo Hill Wind Project,Engie North America,56201,TX,WSC,WT,4206486,479481.0
13814,62642,GE-Lubbock,GE Wind Energy LLC,58270,TX,WSC,WT,35,4.0
13824,62653,Zephyr Wind Project - 2.0,OEE XXX LLC,62128,OH,ENC,WT,40065,4567.0
13874,62711,Plum Creek Wind Project (NE),"Plum Creek Wind, LLC",62633,NE,WNC,WT,4282479,488143.0
13893,62736,Harbec Energy,Harbec Energy,62657,NY,MAT,WT,4729,539.0
13898,62745,Wheatridge Hybrid,"Wheatridge Wind Holdings, LLC",62668,OR,PACC,WT,816117,93026.0
13901,62752,LafargeHolcim - Paulding Wind Project,OEE XXVIII LLC,62644,OH,ENC,WT,41137,4689.0
13912,62765,El Campo Wind,Longroad Energy Services LLC,61219,TX,WSC,WT,687435,78358.0
13923,62782,Pembina Land Port of Entry Wind Turbine,General Services Administration - Region 8,62645,ND,WNC,WT,3211,366.0
13933,62795,Ida Grove II,MidAmerican Energy Co,12341,IA,WNC,WT,6616429,754181.0
13954,62840,"Mountain Breeze Wind, LLC","Mountain Breeze Wind, LLC",62726,CO,MTN,WT,1413497,161119.0
13970,62871,Boiling Springs Wind Farm,RWE Renewables Americas LLC,56215,OK,WSC,WT,175732,20031.0
13985,62891,Rosewater Wind Farm,Rosewater Wind Farm LLC,62761,IN,ENC,WT,203069,23147.0
13986,62897,Holiday Hill Community Wind,Greenbacker Renewable Energy Corporation,60025,MA,NEW,WT,90835,10354.0
14010,62935,"Orchard Windfarm 1, LLC","Orchard Windfarm, LLC",62758,OR,PACC,WT,1509,172.0
14011,62936,Rattlesnake Flat,"Rattlesnake Flat, LLC",62778,WA,PACC,WT,27916,3182.0
14013,62938,Glen Ullin Energy Center,Allete Clean Energy,59496,ND,WNC,WT,3875078,441705.0
14014,62939,South Peak Wind,Allete Clean Energy,59496,MT,MTN,WT,2100739,239455.0
14018,62944,Timber Road IV,Paulding Wind Farm IV LLC,62796,OH,ENC,WT,2655542,302695.0
14021,62952,Cheyenne Ridge Wind Farm,Public Service Co of Colorado,15466,CO,MTN,WT,5203564,593134.0
14074,63025,Clear Creek Wind,"Clear Creek Wind, LLC",62855,MO,WNC,WT,4465737,509032.0
14076,63030,"Canadian Breaks, LLC",RWE Renewables Americas LLC,56215,TX,WSC,WT,7272774,828995.0
14093,63053,Palo Alto Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,8471005,965577.0
14128,63100,Prairie Hill Wind Project,Engie North America,56201,TX,WSC,WT,179303,20438.0
14129,63101,Las Lomas Wind Project,Engie North America,56201,TX,WSC,WT,46049,5249.0
14130,63103,Triple H Wind Project,Engie North America,56201,SD,WNC,WT,1045821,119209.0
14131,63104,King Plains Wind Project,Engie North America,56201,OK,WSC,WT,871536,99343.0
14137,63114,Mohave County Wind Farm,Mohave County Wind Farm,62916,AZ,MTN,WT,976250,111279.0
14151,63132,Weaver Wind,Longroad Energy Services LLC,61219,ME,NEW,WT,119444,13615.0
14152,63133,Roundhouse Wind Energy Project,"Roundhouse Renewable Energy, LLC",62913,WY,MTN,WT,4503592,513347.0
14207,63205,Skookumchuck Wind Facility,Southern Power Co,17650,WA,PACC,WT,669836,76352.0
14235,63251,"Lone Tree Wind, LLC","Leeward Asset Management, LLC",50123,IL,ENC,WT,219360,25004.0
14241,63258,Aurora Wind Project,"Aurora Wind Project, LLC",63021,ND,WNC,WT,231774,26419.0
14249,63269,Crowned Ridge Wind II Energy Center,Northern States Power Co - Minnesota,13781,SD,WNC,WT,383933,43763.0
14261,63287,Cerro Gordo Wind Farm,Cerro Gordo Wind Farm,63072,IA,WNC,WT,695665,79296.0
14292,63327,"Diamond Spring, LLC",Allete Clean Energy,59496,OK,WSC,WT,1556523,177422.0
14337,63389,"Jordan Creek Wind Farm, LLC","Jordan Creek Wind Farm, LLC",63128,IN,ENC,WT,957792,109175.0
14341,63393,"Cuming County Renewables, LLC",Cuming County Renewables. LLC,63124,NE,WNC,WT,109443,12475.0
14383,63431,Cisco,Allete Clean Energy,59496,MN,WNC,WT,148412,16917.0
14384,63432,Lincoln Heights I,Allete Clean Energy,59496,MN,WNC,WT,103661,11816.0
14385,63433,Lincoln Heights II,Allete Clean Energy,59496,MN,WNC,WT,92363,10528.0
14389,63436,Corriedale Wind Energy,Black Hills Service Company LLC,56771,WY,MTN,WT,325294,37079.0
14405,63460,"Rock County Wind Fuel, LLC","Rock County Wind Fuel, LLC",63189,MN,WNC,WT,103083,11750.0
14452,63521,CED Mason City Wind,Consolidated Edison Development Inc.,56769,IA,WNC,WT,169838,19359.0
14488,63578,Sagamore Wind,Southwestern Public Service Co,17718,NM,MTN,WT,0,0.0
14497,63590,Ponderosa Wind Energy Center,"Ponderosa Wind, LLC",63299,OK,WSC,WT,636981,72607.0
14526,63639,Contrail Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,227931,25981.0
14527,63641,Diamond Trail Wind Farm,MidAmerican Energy Co,12341,IA,WNC,WT,396961,45248.0
14541,63666,"Bitter Ridge Wind Farm, LLC","Bitter Ridge Wind Farm, LLC",63373,IN,ENC,WT,980541,111768.0
14554,63687,Gratiot Farms Wind Project,Consumers Energy Co,4254,MI,ENC,WT,333865,38056.0
14556,63689,Red Lake Falls Community Hybrid,Consolidated Edison Development Inc.,56769,MN,WNC,WT,0,0.0
14622,63803,"Bronco Plains Wind, LLC","Bronco Plains Wind, LLC",63487,CO,MTN,WT,5775450,658321.0
14663,63914,Cedar Springs I,"Cedar Springs Wind, LLC",63580,WY,MTN,WT,1284428,146407.0
14664,63915,Cedar Springs II,PacifiCorp,14354,WY,MTN,WT,1018221,116063.0
14665,63916,Cedar Springs III,"Cedar Springs Wind III, LLC",63582,WY,MTN,WT,405444,46215.0
14707,63988,Blooming Grove Wind Energy Center,Invenergy Services LLC,49893,IL,ENC,WT,655641,74734.0
14736,64051,"Orchard Windfarm 2, LLC","Orchard Windfarm, LLC",62758,OR,PACC,WT,1614,184.0
14737,64052,"Orchard Windfarm 3, LLC","Orchard Windfarm, LLC",62758,OR,PACC,WT,1412,161.0
14738,64053,"Orchard Windfarm 4, LLC","Orchard Windfarm, LLC",62758,OR,PACC,WT,518,59.0
14740,64057,Wheatridge 1,Portland General Electric Co,15248,OR,PACC,WT,142184,16207.0
14745,64074,Cimarron Bend III,"Enel Kansas, LLC",61372,KS,WNC,WT,460214,52458.0
14785,64130,"REG Juhl Glenville Wind, LLC","REG Juhl Glenville Wind, LLC",63761,MN,WNC,WT,1527,174.0
14854,64309,Soldier Creek Wind,Soldier Creek Wind LLC,63887,KS,WNC,WT,1116049,127214.0
14861,64332,Two Dot Wind Broadview East LLC,Two Dot Wind Broadview East LLC,63903,MT,MTN,WT,45322,5166.0
14876,64377,Milligan 1 Wind Farm,"Milligan 1 Wind, LLC",63993,NE,WNC,WT,354282,40383.29
15107,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,MN,WNC,WT,29413,3352.708
15108,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,HI,PACN,WT,85789,9778.733
15109,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,WA,PACC,WT,309634,35293.942
15110,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,NV,MTN,WT,279086,31811.979
15111,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,MD,SAT,WT,76102,8674.526
15112,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,NH,NEW,WT,84267,9605.242
15113,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,MA,NEW,WT,6973,794.787
15114,99999,State-Fuel Level Increment,State-Fuel Level Increment,99999,ID,MTN,WT,39234,4472.169
